,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17
Nicaragua,0.008799136093941702,0.007375367384833706,0.01438003600640753,0.0006294947946376246,2.922811421386834e-05,0.00027619021971737835,0.0035616618590140394,0.0007075807863232421,0.014676945383242747,0.00016073636375561602,0.0003498951605821637,0.004672956323538663,0.005174633852342457,0.05296937306522498,0.04888805375635813,4.0685074114937524e-06,0.0009633831463767445
Oman,0.005147299059196137,0.0663960413799079,0.031836779396817796,0.00961840797595075,0.005339257657228643,0.0001711864014426456,0.0005328736165520122,0.015882580031042003,0.0005952666929747031,0.008186219731202446,0.0003904376127951094,0.0007482596369541095,0.0013021552269729725,0.04612842530431272,0.0007079217052722763,0.006590391843214608,0.021078250355814405
Pakistan,0.04342637506447654,0.0019298812595170507,0.041886802868630946,0.009788820951218684,0.015263925645889503,0.0014443614743683431,0.012782763988104006,2.204672823542804e-06,0.0021838513816180606,0.046023712706925186,0.006284381724746309,0.16650180896679778,0.05808290685014867,0.005190661056380713,0.0001157178110843924,0.006243458481985079,0.025314673134238425
Panama,1.2210986488357158e-06,0.005775386669875555,3.178025467287368e-05,0.0052113163243099545,0.03869482729034975,0.0085141695675061,9.882644127325573e-05,0.015850504644464834,6.470879910508034e-05,0.027269260537489542,0.00016119838602682925,0.008548223912331492,0.004432706799048434,0.00014133576414231496,0.00012925587545351477,0.016226354412647206,0.016378635808703232
Paraguay,0.002598720392866262,0.004725288346151403,0.003979777947960462,0.0002833551131419166,0.0008554492782363611,0.00036633108338182316,0.000771740686816792,0.007759379988407705,0.01162659571504104,0.007288338389854677,0.012246256266605327,0.01822157113035346,0.0002778740139069111,0.0021227713620133827,0.0013132508833735843,0.0014150683556372618,0.0021778907758530563
Peru,0.001873129667974368,0.0059864107345533124,0.0004709741622976917,0.003565273577002288,0.017936249704370386,0.00044117530746542284,0.008169342545346386,0.0353536185148,0.0030260649921998424,0.00901083399433067,0.04265305182989508,0.0001269888406447248,0.00012634481975105636,0.005484114058328198,0.012550149679561605,0.00276813342104132,0.006562194011027966
Philippines,0.018098355172592902,0.00017103291127534072,0.0002345063773224373,1.006285800875145e-05,0.009566196448547396,0.021370913916482482,0.022212639895095865,0.00047707073215635113,0.010036505232246733,0.08923795702235934,0.042590744918812894,0.000676640652069692,0.045090904248653654,0.05584279880916851,0.09359362333305614,0.07011774949040217,0.07448377453590155
Poland,0.010884058169465319,0.004835823163502231,0.00911517552801682,0.0012840056592147771,0.0052981304829523386,0.0014033022300231376,0.003201152002052377,0.0014272894678117572,0.0009171295139562436,0.01517481620808613,4.387681773920423e-05,0.006436012155567489,0.0006685454267504618,0.00292306672390376,0.0003085047039939972,0.0056110270252226905,0.00827652632411763
Portugal,0.023289023598974702,0.002288153342873478,0.014733616405713098,0.00293167901242786,0.005258379860739983,0.0012672110950276909,0.0010416796893346167,0.008102337124164532,0.02037507200919203,0.0009513523298783466,0.006813483620112861,0.00843889399317862,0.0020684459885823986,0.004904143944517142,0.0006865858479868272,0.028278262129405013,0.027502592776182024
Romania,0.0013955545575340415,0.012174616871221256,0.003785042581148595,0.002094540949918277,0.012319843692098946,0.003034461970440044,0.007795026527601671,9.275976111241453e-05,0.0009996957577375824,0.0006736545421586406,0.00021464453490268215,0.0003530194851254174,0.0008086130679643467,0.00027319177114049125,7.983161913687071e-05,0.011351812933236885,0.0063789360632149576
Singapore,0.05449141229390203,0.02997081172728845,0.0017944061786818273,0.0011392966867278776,0.024810155401837373,0.00010928721003316638,0.005210686011494221,0.0458587111777224,0.005954118489470515,0.059421908026166724,0.014852656856643694,0.02605149509292294,0.004175312390421258,0.08132106379583108,0.05364397336965843,0.18674060711053864,0.06801823275873867
Slovenia,0.026259288618957998,0.002274970227661226,0.04970900572242409,3.1076556628132213e-06,0.007907922419645013,0.006554991185625749,8.018151380646981e-05,0.011470526561892147,0.02284671007398393,0.006208675728132105,0.017134959039960356,0.01342224111977495,0.016924818953498042,0.0005488971177373935,0.020954644431063593,0.050487578220850766,0.0017208109766459455
South Africa,0.027088178443421044,0.09295220613253637,0.06024471520806942,0.11428746473520883,0.03973672655795849,0.06714096631136734,0.08589278703465392,0.1142241536570817,0.05355260275639436,0.03135602627994197,0.0032738500510285516,0.025731681391453983,0.0027570290900797976,0.005325733878563706,0.02222522551374218,0.0004121781131813594,0.00670860485890522
Spain,0.04076890832514523,6.534118674171328e-06,0.01829078794284101,0.00034842080683478963,0.018178687829834637,0.002584570096980322,0.0015425610533352232,0.01094121776026626,0.014380992084880254,0.0008155716103852993,0.0005277852334888616,0.0014656948384667186,0.002679670280654797,0.011433876090241563,7.729720485649929e-05,0.022358587189250313,0.0006229029556997584
Sri Lanka,0.004180071366522981,0.027095376511270145,0.0004491348556391226,0.01236744443457885,0.007111564006505046,2.744662362930424e-05,0.009491982800469161,0.007336673819202235,0.041533436905006785,0.0005433663063593947,0.06690826162698499,0.006326092601137642,0.0023575480747384035,0.0003646133939005526,0.0073592078111507425,0.004999362571228547,0.020423364362931518
Thailand,0.0005132122600464541,0.00265170054106145,0.0010949639026451854,0.0066855773570009495,0.0013580906609357791,0.00047121915096645824,0.009020859661911513,0.0010713003179674036,9.809332445111146e-07,0.031899617096502755,0.005308565717024702,0.09064296879263727,0.0038346781182461496,0.00036530237591276426,0.014552428020350033,0.013058698719369273,0.0059723710182540855
Trinidad and Tobago,0.005146559260896419,0.0251070743288994,0.00477537922274814,0.06563884429369693,0.08453948089790383,0.183511198949304,0.022697499529898444,0.03397583346665093,0.04694874301001575,0.011329943621343522,0.015853693204763143,0.079856529339481,0.01286556325457391,0.07064352518910878,0.10718799428962825,7.736987294685561e-06,0.0047751837751881555
Ukraine,0.0001896050430271864,0.0014123686758466404,0.00016223894988649527,0.0077828767385298625,0.08980112451712904,0.0025650096572388073,0.06292631551345612,0.0050571992670743905,0.00041932616901034953,0.004705981559350235,0.004627042929972676,0.001112565684625866,0.0038193567723126616,0.004073585466760974,0.0057903061675305114,0.004093778006513465,0.014119434536452317
United Arab Emirates,0.03471102507046669,0.17741531609582561,0.022682303599879924,0.00884883071385802,0.005556506557540066,0.04125730330951886,0.0002817091270672827,4.951096542871333e-06,4.185202427327594e-05,0.04602162879666558,0.004138320063761671,0.002626069853940725,0.04499405697076784,0.02581591670913957,0.01288317787448891,0.041622483626013757,0.03624475008110736
Uruguay,0.004790983516012496,1.551598944057665e-05,0.0040930878548889335,0.005513130453819537,0.0023899983135242044,0.020078505559868082,0.07125202530899548,0.03872072477840307,0.004872591774424737,0.004049685308039789,0.002616365921651929,0.029336148268471755,0.004739361476107366,2.192431753827191e-05,0.0015965795068831916,0.00017976047300843347,0.002691319095758545
Zambia,0.12588827199946237,0.06392862457315733,0.2262623034371485,0.0014432190772480232,0.11565443068489116,0.0032593835234861835,0.014038209032792187,0.00811430384569035,0.026066608512785822,0.0723075483082241,0.039121550101594814,0.017230153121250792,0.0015992820464668669,0.0018626869218481901,0.0004305779529205179,0.010412997048462509,0.00020581324156871043
