,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17
Greece,0.8210178873010002,0.0067226200979079165,0.06302699325920473,0.003220293912840297,0.018932997516889323,0.010973712630959247,0.001208033945202414,0.014243871037597293,0.015893911043530242,0.004677315746838637,5.6383682225168474e-05,0.0030921288166603856,0.010980827863258533,0.0020477808375386386,0.020093484480023013,0.0022472706230654707,0.0015644872052586098
Guatemala,0.47151550170429596,0.035995897024005234,0.1782992596183634,0.05499015184869924,0.08061476093023238,0.04095776101450578,0.06791091765669097,0.0013877701575099233,0.003483007264631862,1.8014337798131303e-06,0.028737272662711283,0.024049133789809288,0.00911506458965311,0.0023913386994847885,0.00021039804155247038,0.0002865274446625743,5.343611941193609e-05
Honduras,0.2562091142949395,0.03742471429707196,0.145649017723587,0.31871786545516734,0.051243949932760005,0.10986439878376285,0.023428267120126297,0.024179746347985295,0.012593076162921834,0.0006885075037419658,0.0018096421719253728,0.007882931581952994,0.00022972580732018698,0.0005029397624894338,0.008035375111446611,0.001399874901062026,0.00014085304173939826
Hungary,0.7266842563410937,0.03315887050997139,0.030113154956742837,0.01577439584446931,0.008883412559973936,0.056236709270772005,0.02109174713597446,0.0036600818816276467,0.024357260490486705,0.03837919682117037,0.00014458231942677226,1.0502160516771462e-05,0.0001750563750409248,0.010302556247640211,0.003742204669047308,0.0002341024512638198,0.027051909964781993
India,0.680170605790484,0.018250131589831933,0.025203063152891142,0.03506360782929031,0.09070054164610532,0.0002453329303630159,0.011913112672080855,0.004671120357444597,0.004208657360101722,0.07940745202997286,0.030061880732537287,0.00023228488455909668,0.0018024148321927709,0.00034769759659988815,9.373659965239896e-05,0.006628124473966531,0.011000235521926178
Indonesia,0.6330811643315092,0.009063085688792579,0.016889620536363094,6.257997602272763e-06,0.0008907555311228719,0.0035284328685222755,0.018725183812086068,0.05599492515108079,0.003526791854208653,0.19284293006027192,0.009434851241338051,0.023939550360090392,0.003915718624910633,0.000345861618238896,0.013194091994923222,0.011734821107090388,0.002885957221848597
Italy,0.7031148047063941,8.79384982439421e-06,0.057142154011350824,0.010194299064670967,0.043039934203036714,0.00020987386648846408,6.668046234608415e-05,0.05392680453172939,0.09467885065615321,0.011093458936985587,0.0045437160082470104,0.009368233531202277,0.006377700703551161,4.373852516376853e-06,0.004569240662625549,0.0008971143410912747,0.0007639666117866942
Jamaica,0.1678369696493764,0.15462201448102703,0.0957952749520186,0.3112942758607326,0.009165119613555796,0.05373153948821385,0.003862519396425208,0.037216438443587754,0.017656240824793865,0.02752874959756327,0.041231318331376124,0.0038049613829294945,0.03820372620324639,0.007736914227239591,0.007121094376657505,0.007744541403155968,0.015448301768100638
Jordan,0.024509629847144197,0.1382482099363579,0.3994839664706706,0.03188503812091997,0.11253266886668566,0.059755902703150954,0.021259786093578766,0.010234006503129016,0.06983104964613751,0.004883272079827777,0.02712231120036187,0.00019586693072975252,0.04155577703795743,0.04405874125505973,0.01087465122341422,0.0018418489991691846,0.0017272730857055265
Kazakhstan,0.005052454160692068,0.31336817929726346,0.027336251841068512,4.4387158327433534e-05,0.3580018614621348,0.0028904680701616137,0.017049040892836296,0.04059485013895384,0.013348868292676997,0.10362143507932949,0.0066639512824516346,0.009274174501387303,0.022329513897414603,0.023558938034308457,0.04234830106210436,0.00183821393742153,0.01267911089146764
Kenya,0.691231555924724,0.1256723570731813,0.011660191022587647,0.0002292383508327083,0.009361879234638533,0.07218113522535141,0.007975247277377015,0.006027086505149279,0.04554854257187242,0.0013424752531019334,0.009279922386056518,8.516179695452736e-05,0.01375710382715007,0.004420345653261112,0.0002709210286572053,0.0006441628144743558,0.00031267405463006554
Latvia,0.34058546354428637,0.2223673325921668,0.24317455413127043,0.01929124346841504,0.004966844912705613,0.005374800463699347,0.0015836565685115461,0.041804387925677325,0.05197019840036908,0.0013802008267782256,0.011268868640256748,0.010750038691783807,0.0013020638919788222,3.932270685628995e-05,0.03145401593395204,0.011700791950427425,0.000986215350865015
Lebanon,0.2750549380202622,0.020501654180802038,0.27138297392743826,0.03230535029157863,0.06234110987242621,0.038834671359510506,0.002778435483369342,0.010377853733916035,0.15278634469806598,0.000520885350035608,9.423241320286741e-07,0.009496014263567054,0.07176635227661236,0.01747476583565585,0.011779361562107337,0.022286859542954597,0.00031148727756592326
Lithuania,0.45507288019649433,0.12365716937909213,0.19292556612737327,0.007407250056931799,0.021951844930248213,0.05209740818620702,0.011903971785513449,0.0009309972779629313,0.002481046956735381,0.04599159420532419,0.024239472344231364,0.004463983553532216,0.010711745324234636,0.00021183120928863715,0.03198966406753265,0.010137537083508216,0.0038260373157895434
Malta,0.6980813352027441,0.020668677801883306,0.01096234858073935,0.018745585505007243,0.0095861740108957,0.05239545017367726,0.0001383438330809902,0.11905711226477643,3.574660623553371e-06,0.004692725615497166,0.008267841360349535,0.03360159582381184,0.0013195947679172438,0.0021568007769681378,0.011616718399385311,0.008677395701535171,2.8725521107599658e-05
Mauritius,0.01879151120984398,0.3523341907366517,0.001015699335999009,0.10626164135767963,0.2732076784517216,0.011010789916208245,0.02685633252420863,0.007170271959333714,0.022491402944874863,0.01239898008571357,0.10280824504810396,0.0020233071817555583,0.004262082243492379,0.002886931603881952,0.0049058865717614315,0.05036662647365077,0.0012084223551189013
Mexico,0.01100900791022963,0.10603864549160032,0.3144811707594373,0.17454506425357702,0.16524658944827902,0.01177833091841796,0.04422600852820249,0.0010796849653950686,0.03053408526551061,0.0019700592634326873,0.001768962469404238,0.04832134043503218,0.002016616319424355,0.002325366631033104,0.059875007399384964,0.00029023894471562296,0.02449382099692335
Mongolia,0.38488289141130033,0.09553344900135874,0.001489612618350106,0.01016600516257262,0.02989261168307491,0.0706767043670287,0.14996290143318172,0.002046970196498371,0.12316478943715953,0.00011127000450822585,0.10678748375988707,0.02351801629412789,0.0012523639972457756,0.00014435757580703095,0.0001682543329956998,4.030060706262651e-05,0.0001620181178406671
Morocco,0.17694733387446485,0.002720578766381853,0.15473249302671563,0.1704021960094143,0.028168361678303826,0.17199364924347824,0.054016895651296526,0.06635393787020291,0.003030601431586033,0.04595293966420228,0.05761139395859953,0.00975116301481783,0.03161409712594223,0.0005898593914244429,0.006306028081719718,0.014196582683660407,0.005611888527789292
Myanmar,0.6177075932856484,0.007055744693537468,0.06509628684122322,0.10930486410087316,0.0005662453186955859,0.10513430702656638,0.00011974190262227941,0.0224635879110361,0.0044041926382707465,0.0020904759202654342,0.05991508261206505,0.0025231445349176112,9.628337507027738e-05,0.0016790881672222027,0.0006076588792993941,0.0005321913333908396,0.0007035114592959897
Nepal,0.49038083297397383,0.011843822514451492,0.013997971014234695,0.20597572543022388,0.008114224839280973,0.1482484151446294,0.025601698766332788,0.054492152580757895,0.0003418656892755373,0.007277077933823902,0.006651606874668373,0.011658441468222536,0.001815417899194137,0.008679586006075962,0.004454536867515499,0.00044265398293996704,2.3970014399158202e-05
Nicaragua,0.5104534735319328,0.13482627447069281,0.15767020130575726,0.006147769201031633,0.00022670117443742877,0.0019144733318010373,0.021714890743919156,0.0031305531934232135,0.04516822480502903,0.00045462734034141795,0.0008127697615347198,0.00848077972001566,0.006543867908135255,0.054671289431755414,0.04737721469099754,2.6522063538423424e-06,0.0004042371828416759
Oman,0.13812571857453754,0.5614512885918482,0.16147221284501437,0.043451785413496764,0.01915635486663603,0.0005488950425334821,0.0015028242743913532,0.032504622650657386,0.000847399000702553,0.01071035406991345,0.00041952734232276117,0.0006281674089267152,0.0007617223133990638,0.02202328675881577,0.00031734453604260923,0.0019872955359433587,0.0040912007748185285
Pakistan,0.6521428589432355,0.00913260134183074,0.11888851350650465,0.024747357490931945,0.030647302259737306,0.0025917312005128666,0.020174499488103445,2.5250049872730707e-06,0.0017397764970271633,0.033697376940534686,0.003778898215842174,0.07822328548086395,0.01901412206561627,0.001386852234612729,2.9029531181658676e-05,0.001053587145468248,0.0027496826530094567
Panama,0.00010072101188160198,0.15011536372235912,0.0004954504448621336,0.07236458036710564,0.4267358091186131,0.0839144054395412,0.0008567050377999225,0.09971060484982389,0.0002831482522212907,0.10966498225273122,0.0005324066753002009,0.022058356513558808,0.007970344730610103,0.00020741480685205007,0.00017810260477737878,0.01503994881158582,0.009771655360376464
Paraguay,0.33110446932766563,0.1897180057641818,0.09583802378771596,0.006077791893035072,0.014572585042177351,0.00557704509148386,0.01033393487398055,0.07539827959425507,0.0785849308632407,0.04527508753521781,0.06247730750881378,0.07263053476488827,0.0007717776425100907,0.004812016015869018,0.0027951417571097895,0.002025997843875137,0.0020070706939800767
Peru,0.14239207412986565,0.14340332849653073,0.00676688157247207,0.045626811162011956,0.1822999127033432,0.004007320402906381,0.06526703965964774,0.20496550284719295,0.012203304288932047,0.03339706056900395,0.12983194321256386,0.0003020031441414318,0.00020936987033302597,0.007417248130921575,0.015937401994704684,0.0023646183934860412,0.0036081794219425924
Philippines,0.5044383888075984,0.0015021851295804578,0.0012353704272223035,4.721713706559274e-05,0.03564882040483955,0.07117328563275567,0.06506658799933805,0.0010140998636891144,0.014839960809842335,0.12126736028733731,0.04753327440433966,0.0005900041167595813,0.02739660436467597,0.02769201482350558,0.04357786326144039,0.02196104807355814,0.015015914456451649
Poland,0.6457661048042181,0.09041272316917584,0.10221695700569215,0.012825095646402834,0.04202849971387996,0.009948566425716253,0.019960872593633994,0.0064584065545429965,0.0028866642714300457,0.0438968253921555,0.00010423966017647463,0.011946183457537214,0.0008646773529340974,0.003085613146922691,0.00030577137783615525,0.0037409579215446063,0.003551841506200915
Portugal,0.7465669376092883,0.023114119003385027,0.08926893440214981,0.015821336698446608,0.022537527703685726,0.0048539057098096125,0.003509461664536046,0.019808733485332197,0.03464956923852036,0.001486908143126872,0.008745812481670482,0.008463128517470412,0.0014454411930341,0.002797042313971074,0.00036767404028554277,0.010186529774947996,0.006376938020340014
Romania,0.1478478785440029,0.4064417645503024,0.07579011526021975,0.03735652038021004,0.174505982929654,0.03841270348724401,0.08679100350313222,0.0007494744409456851,0.005618460638663476,0.0034796118574148406,0.0009105453618479378,0.0011700243162054704,0.0018674449314878174,0.0005149371763290855,0.00014128428680479642,0.013514176128785376,0.004888072206750233
Singapore,0.6686950582822099,0.11589729571062644,0.004161925728809759,0.0023536732267120442,0.0407067453141969,0.0001602486154304744,0.006720224602231211,0.04291912133784765,0.003876133607304138,0.035552645659971474,0.007298232097848132,0.010001396265008003,0.0011169347281356921,0.017755031884948407,0.010996934444244145,0.02575104674785626,0.006037351746619212
Slovenia,0.6103260689582758,0.016662088179174164,0.21836727791603822,1.2159651796059327e-05,0.024574133290746734,0.018204383371695648,0.0001958583311431885,0.02033252178247684,0.028169805603953237,0.007035633748273893,0.015946871979949567,0.009759598075481081,0.008575150794862872,0.00022698035439223024,0.008135980665805577,0.013186197432058375,0.0002892898638766262
South Africa,0.21851505009729152,0.23628491789834674,0.09185314442507016,0.1552063316265286,0.042857860404735555,0.0647163532415763,0.07281939757931001,0.0702729893984114,0.02291729479299752,0.012332407140730861,0.0010574840111545736,0.00649378118227795,0.00048482127712614335,0.0007643624951104116,0.002995010690260929,3.736306972577113e-05,0.00039143066934543516
Spain,0.8250958063649757,4.1671301281817834e-05,0.06996506341236587,0.0011871037107092572,0.04918975674580747,0.006250122214903781,0.0032810019905926448,0.016887675937032737,0.015439931179295173,0.0008047531383173057,0.000427706653099568,0.0009279974617624906,0.0011822121742764684,0.004117059413376311,2.613302808102668e-05,0.005084821665704857,9.118360841761574e-05
Sri Lanka,0.1826310618476492,0.3730447093697144,0.0037088667281474225,0.09096623048349334,0.04154252754448027,0.0001432863340714146,0.04358496731996918,0.02444663488523211,0.09626535879631722,0.0011574678429588248,0.11705343621554544,0.0086467803111305,0.002245382200145084,0.00028342745782265966,0.005371216555863875,0.002454492182202081,0.006454153925256858
Thailand,0.05654811876480542,0.09207047066541038,0.022803129888390006,0.12401360723739538,0.020007219981037685,0.006203959703066508,0.104461894975365,0.009002462067307431,5.733790329000758e-06,0.1713688533276686,0.02342134385798934,0.312451916419175,0.009210619137749893,0.0007161302041243018,0.026785961901330955,0.01616877480061201,0.004759803278242975
Trinidad and Tobago,0.07073648475665915,0.10874200877628117,0.01240531742662767,0.15187864181761646,0.155354171190037,0.3013796786817459,0.03278637079083917,0.03561439266113451,0.03423195327050634,0.007592407797465779,0.008725100113043694,0.03433719855267563,0.003854730948120759,0.017274966520773954,0.024610661577382845,1.1949629790225432e-06,0.00047472015611100046
Ukraine,0.008556178814665125,0.02008411928845172,0.0013837531248502314,0.05912612312018628,0.541811961560228,0.013830690710452686,0.2984359281968096,0.017404796978304077,0.001003836886407554,0.010353935872529408,0.008360783356128648,0.0015706649817477803,0.003757153742434242,0.0032705828575579432,0.004364978853769544,0.0020759186351936437,0.004608593020283429
United Arab Emirates,0.3244732757441994,0.5226095607630774,0.04007487470385499,0.013925367452153803,0.0069446469311688,0.046082627025510484,0.0002767586773172105,3.52973268367781e-06,2.0754351997537324e-05,0.02097484504098845,0.001548991533230425,0.0007679725564904973,0.009168650501752773,0.004293558660829889,0.0020118015811554646,0.004372155062916698,0.0024506296806726005
Uruguay,0.22505519526930035,0.00022967757218683024,0.03634033720065767,0.04359853720986491,0.015010626070656426,0.11269915204439183,0.35176320871215,0.13871926260852063,0.012142430030421383,0.009274936064306169,0.00492126014742179,0.043111724044547016,0.0048531416863521375,1.832351572892403e-05,0.001252868715316466,9.488873119375923e-05,0.0009144303769838143
Zambia,0.5877262820854794,0.09405024855928021,0.19965287293447628,0.0011343090154031029,0.07219198120621734,0.0018182357918585651,0.006887956236849579,0.002889149621259473,0.006455882015694725,0.01645882236406386,0.007313400674015827,0.0025165577978102506,0.0001627622451918397,0.00015472057142857892,3.358089575517137e-05,0.0005462879942786821,6.94999093727119e-06
